Data_Masked_Index,Apokasc2 Real Age,APOKASC2 Predicted Age,TESS Real Age,TESS Predicted Age,Age Difference (APOKASC2 - TESS)
2M00002036+6153416,1.5523870099580814,6.529518403746114,4.358680585988305,7.232476615218294,-0.70295821147218
2M00002039+5651114,5.794286964268809,8.254419636665917,3.344176279553211,2.247533451593312,6.006886185072605
2M00002039+5651114,10.495424286523221,8.919628371231374,4.204266827384881,4.854023285148744,4.06560508608263
2M00002063+1404279,7.870457896950985,6.344173446421904,9.71630438271376,8.40789321165786,-2.0637197652359562
2M00002108+5527251,1.914255925021086,2.5244378112359223,2.877501849455547,5.906132956792617,-3.381695145556695
2M00002118+6136420,7.673614893618185,6.092732524690898,4.646761979442404,4.778272535031843,1.3144599896590545
2M00002141+8606336,2.606153549998895,7.912738291929047,9.831606030559128,8.44179429090402,-0.5290559989749735
2M00002142-1929009,5.649369748123023,4.807287196703323,4.353499512764052,4.516990747340599,0.2902964493627236
2M00002185+1459100,9.817479430199844,5.757512864681934,3.7707231871975937,9.42117988276243,-3.6636670180804964
2M00002189+1514141,6.223002851691596,5.576968559944674,5.043720841952759,2.9938792618795897,2.583089298065084
2M00002227+6223341,6.137620051647939,8.08890235813605,5.149056224147257,1.793173713282879,6.29572864485317
2M00002338+6141442,7.925013304804718,4.451032555646656,7.967359714976362,3.986820476492418,0.4642120791542381
2M00002338+6457409,10.115794542598982,6.336041739566925,2.8419010528578204,8.624776588133965,-2.2887348485670405
2M00002388+6151472,6.223002851691596,7.62845853737756,1.3383639962956555,1.7820864622189385,5.846372075158622
2M00002422+5642193,9.72747223776965,6.30995755925725,4.034175699652769,2.4945801061488395,3.8153774531084106
2M00002472+5518473,13.243415351946643,6.813894932854046,6.769095257086589,4.358787028377434,2.4551079044766118
2M00002504+1517108,1.5812480392703827,6.434827408789189,1.456446616580047,6.396010205370163,0.0388172034190255
2M00002504+1517108,2.7289777828080406,3.898836143335007,1.8620310150303745,4.829717037413609,-0.9308808940786015
2M00002509+7040316,7.079457843841381,1.3651652197389867,2.503893540295905,2.9661006930394342,-1.6009354733004475
2M00002553+5612163,8.68960429286302,6.828681873549821,4.85584809,4.944531894031572,1.8841499795182495
2M00002561+5528511,7.852356346100718,5.610141608719653,6.265713203809822,7.10561008368935,-1.4954684749696971
2M00002588+6130109,3.5563131856898544,5.474245805625491,2.723803602659122,4.856200155778898,0.6180456498465929
2M00002596+7433383,0.9057326008981998,9.091222880376929,5.632857515626824,3.8995763501054967,5.1916465302714325
2M00002679+5920508,4.886523593428336,4.556224383211979,2.9693878891565,1.6052357333375502,2.9509886498744287
2M00002707+1424316,5.308844442309884,3.4951117314623668,4.1525912714684,2.1044522147562765,1.3906595167060902
2M00002728-7318506,5.420008904016238,5.114224889208145,2.5465225544805645,6.826429142754986,-1.7122042535468402
2M00002853+6119307,10.495424286523221,9.31274565713034,1.554620888886739,2.953567464964392,6.359178192165949
2M00002868+5550240,5.284452517751802,2.876724695478326,2.914207334820223,6.441228772110962,-3.5645040766326357
2M00002873+8426345,2.7164392688390837,2.143163245579125,5.039417189370776,9.26851633084408,-7.125353085264955
2M00002903+6403157,4.456562483975032,3.5618642292671265,2.6280388585096515,3.91271596626196,-0.35085173699483363
2M00002908+6140446,8.570378452303691,5.835793433214738,4.469804926114001,4.660408939640586,1.1753844935741515
2M00002926+5737333,3.908408957924021,6.9903197086584665,13.456055349442272,5.131901199874471,1.8584185087839957
2M00003003+5646151,0.7294575102545686,4.931878885488319,3.751488193986501,7.989346437231615,-3.0574675517432954
2M00003003+5646151,3.3036954103681486,3.3975756703104887,2.6954932276368844,5.771477912187474,-2.3739022418769853
2M00003030+6339074,7.095777679633888,6.98434401200364,3.1082607344722093,3.754640376013447,3.229703635990193
2M00003036-7342245,5.3456435939697196,8.535384201630757,7.091035242274501,8.363453298596845,0.17193090303391223
2M00003061+5820590,5.834451042737448,9.24374063898034,13.8,4.649315430361791,4.594425208618548
2M00003071+5606028,3.1550046233746274,8.258064282802648,5.742066351,3.0945258494468604,5.163538433355788
2M00003088+5933348,7.128530301265198,5.953817672729266,3.790939423742937,7.42620064417627,-1.4723829714470043
2M00003088+6311475,4.9317380395493595,9.543740706315724,7.661246757431178,9.270375350035573,0.27336535628015035
2M00003118+7056365,10.96478196143185,4.12445200788562,4.584878363060885,6.391102447405376,-2.266650439519756
2M00003119+1516179,8.66961875758217,10.479545378915828,4.1234531108615755,9.252673165870503,1.2268722130453256
2M00003119+1516179,6.501296903430909,5.613369542558686,4.64835662576113,6.414105010172416,-0.8007354676137304
2M00003132+1410363,8.03526122185617,2.783467867718559,13.219109125595388,5.711492593428062,-2.928024725709503
2M00003151+1556005,4.666593803142887,2.441617035302233,4.899543194173754,8.582548789334126,-6.140931754031893
2M00003151+1556005,5.370317963702527,1.8860023129749381,4.083900883697534,9.166896096797352,-7.280893783822414
2M00003157+7059085,6.067363295885053,8.43979949628917,4.7213902075852285,13.643754229795427,-5.203954733506256
2M00003194+5539512,7.88860117618554,1.4013947315883681,4.029318447880826,2.4559959059131926,-1.0546011743248245
2M00003240+1707161,1.9906733389871862,5.417765953428549,4.424659046447232,8.033827193379048,-2.6160612399504997
2M00003303+7458357,2.9444216337987603,7.383787075193318,7.847731784731091,8.70511889167564,-1.3213318164823225
2M00003312+5504379,2.28559880337543,2.9628836647866694,5.640606259885764,4.796286312420718,-1.8334026476340486
2M00003349+1640086,4.97737084978936,3.0853944361967334,1.5848369469361108,7.512668093161785,-4.427273656965051
2M00003379+7940362,5.584701947368306,7.063781115809372,6.9774347673457315,5.723495849518853,1.3402852662905191
2M00003414+7539100,1.1668096170609628,5.358685351129974,5.978165533703822,3.8730929023604785,1.4855924487694958
2M00003418+5855095,4.036453929676049,7.990519122998239,4.835327238838174,6.822604385339743,1.1679147376584957
2M00003453+6137329,5.6623928903825345,8.934929327604008,6.449521165048034,7.956220059108486,0.9787092684955221
2M00003456+1538435,4.786300923226385,9.081201689969056,5.874025349191241,2.5778056351498955,6.503396054819161
2M00003456+1538435,2.6977394324449206,8.387781321320261,5.143376495520765,8.78448359618111,-0.3967022748608482
2M00003475+5723259,4.819477976251272,5.461006729010129,3.5367259710363403,9.572470579969558,-4.111463850959429
2M00003498+5627195,5.767664633922509,8.678192246404143,6.712175323595105,8.814494042066192,-0.13630179566204959
2M00003498+5800176,6.2805835881331795,9.9156543167216,12.062242271662392,8.746222846839517,1.169431469882083
2M00003503+6120437,17.179083871575894,3.6844730972904176,1.4557299773307948,5.4334318729526405,-1.748958775662223
2M00003567+6204254,4.497798548932879,3.5242160182849367,7.683669831750519,6.860998204091924,-3.3367821858069875
2M00003591+5603401,7.585775750291836,2.9839186458343723,13.76084319981266,9.541374498497097,-6.557455852662725
2M00003628+6250352,6.194410750767812,5.056913198883943,7.132315272,2.3881687145614543,2.6687444843224886
2M00003634+5638345,7.046930689671467,7.185678452872569,2.765054755688966,3.672182137091516,3.513496315781053
2M00003649+7948407,8.64967918775693,4.4455883258182105,8.258006570373325,5.411155263108713,-0.9655669372905029
2M00003921-7308168,4.602565735813559,9.268666168726234,2.8269613249357297,9.107242792804954,0.16142337592128086
2M00003967+7325196,3.5399734108343464,4.788310922476614,6.018621769880805,5.627921051021502,-0.839610128544888
2M00003968+5722329,2.371373705661655,2.7522379780018236,4.3528855635176695,5.147822757223592,-2.3955847792217684
2M00003987+6236456,5.445026528424214,3.1966790946477714,6.217632320473575,8.001745607756881,-4.805066513109109
2M00004031+7457263,5.701642722807471,6.432171661125424,13.8,9.408401266789149,-2.9762296056637245
2M00004072+5714404,4.00866717627303,4.388335070403774,1.7044796994073357,10.04889464288846,-5.6605595724846856
2M00004159+6505249,6.095368972401694,7.506212177323905,2.200989068592208,6.379484565597726,1.1267276117261797
2M00004186+5543207,5.308844442309884,3.4496871824882103,6.37373540122447,8.296266421438633,-4.846579238950422
2M00004238+1558279,3.981071705534973,3.744617955298535,9.800038251124644,9.113361350654207,-5.368743395355672
2M00004238+1558279,3.7931498497368206,4.746938477539414,5.160288824110352,6.468006026574408,-1.721067549034994
2M00004251+5643075,7.568328950209744,4.933851923029837,6.730943081968541,4.692722408592097,0.24112951443774033
2M00004297+5739255,2.904022654464451,6.40496479019644,5.967034642008418,5.920110514980116,0.48485427521632474
2M00004312-7309545,7.311390834834172,7.951495179728657,9.295622238751564,3.704951467588213,4.246543712140444
2M00004334-7228213,1.753880501841762,2.8404456064996184,13.8,3.6445880208997017,-0.8041424144000833
2M00004352+0029400,6.456542290346556,6.621271259710631,7.0416210267463235,6.117048631335433,0.5042226283751976
2M00004407+6151569,4.65586093522959,3.6329155269043714,5.091645647586921,2.4614563630635447,1.1714591638408267
2M00004442+5639264,6.854882264526614,6.2862292841331735,10.245513779321843,5.019824476945184,1.2664048071879899
2M00004449+7504072,6.471426157485831,7.732098270280767,4.895605665202901,3.9366803178382073,3.79541795244256
2M00004521-7219055,16.865530253887425,2.7292706787614893,1.9721894157013784,3.8646874610515245,-1.1354167822900352
2M00004523+7520409,4.808393484497285,7.030511292477947,9.255795923956914,6.315146164337466,0.7153651281404816
2M00004578+5654428,7.516228940182053,6.148627498967465,2.820697699580476,8.436816704436646,-2.2881892054691813
2M00004622+1417117,9.79489985408699,7.14527322467711,2.032152503716402,3.1225102806177536,4.022762944059357
2M00004623+1528052,8.933054837332953,4.609831670432902,4.178733762287891,4.657987010491922,-0.048155340059020446
2M00004623+1528052,2.8444611074479167,4.1626790153269875,1.4445740857042055,4.043954684316045,0.11872433101094249
2M00004632+5634057,2.6302679918953813,2.4657866129801556,2.6302143358988275,2.99201859578945,-0.5262319828092945
2M00004653+6422138,8.491804750363135,8.160509184033108,3.1116304830398205,8.154077144908218,0.00643203912489021
2M00004664+5523113,2.930893245250321,8.466168712041053,1.6800645457729322,7.791318073972709,0.6748506380683441
2M00004701+1624101,3.1915378551007616,1.997138372243675,4.683640892645939,9.396210264252725,-7.399071892009049
2M00004706+5609008,10.069316688518043,9.561918458246078,9.15877859929259,7.225505622629921,2.336412835616157
2M00004725+7117024,5.956621435290104,4.742901444949773,2.4974298336809926,8.550343356933785,-3.8074419119840126
2M00004756+0030562,1.9860949173573716,2.641152685713517,3.353748403008126,4.912293853038044,-2.2711411673245268
2M00004763+7601194,4.265795188015925,6.413340813144741,3.4775556789132795,6.7960879996218075,-0.38274718647706685
2M00004849+8521299,3.9264493539959973,5.742842793805691,3.6239573261083047,4.365896689831792,1.376946103973899
2M00004872+5647031,2.884031503126606,5.502048130929106,6.972503569965916,4.850957418629534,0.6510907122995722
2M00004954+1447333,8.109610578538405,7.621477019922957,9.538424935105157,7.417918720265759,0.20355829965719785
2M00004964+0114229,8.68960429286302,2.841701296031201,3.237786497754578,9.480673766965905,-6.638972470934704
2M00004987+5908475,1.8238957023196383,8.192170328672146,11.646969176747689,7.798285114004333,0.39388521466781334
2M00004994+1621552,7.227698036021702,2.6365445245940338,7.236553308122108,7.422195386669437,-4.7856508620754035
2M00005041+7032121,5.584701947368306,3.8101549540978854,4.904569469250518,8.659116401179395,-4.848961447081509
2M00005048+1617251,4.305266104917106,7.172277556507086,6.078104748583992,9.830272141442283,-2.6579945849351967
2M00005050+7414013,7.585775750291836,8.34631844769917,1.7295336844423683,8.631990004203015,-0.28567155650384457
2M00005056+1628421,3.491403154785863,4.69089384643512,5.104126729431204,2.5855481997538736,2.1053456466812466
2M00005079+6135289,4.943106869868354,4.986597229228869,7.682997267812581,8.203845104468455,-3.217247875239585
2M00005083+7107484,9.332543007969914,2.766012752025268,7.248660265987051,1.2195478806943385,1.5464648713309297
2M00005143+5615568,3.622429984166988,8.293563093868594,5.973085523105209,5.634063324211257,2.6594997696573364
2M00005196+0022164,10.046157902783946,2.611773675491639,9.757376465822826,8.87182456020841,-6.260050884716771
2M00005243+5708135,3.206269324505464,3.8504192510403783,9.802588142862737,6.9752863825229285,-3.1248671314825502
2M00005271+1509401,1.4621771744567185,9.02317608898255,6.771882548121738,4.4789608931891625,4.544215195793388
2M00005289+6332038,7.568328950209744,4.637268579241962,7.874762094550931,8.201726534050366,-3.564457954808404
2M00005290-7251329,8.452788451602899,6.604373258745292,3.800513758709184,5.716902984859579,0.8874702738857128
2M00005310+5727492,14.621771744567182,6.048200364044619,6.5974003103662495,7.279913883814851,-1.2317135197702322
2M00005339+7047133,9.908319448927676,7.008199204578792,0.5281297200585748,7.38285558933505,-0.37465638475625784
2M00005343+0040594,1.78648757485205,6.90183391941373,5.821105232429577,8.736628674087951,-1.8347947546742214
2M00005407+5600006,8.871560120379609,7.915215826338593,8.111074223673965,4.367591019158696,3.547624807179897
2M00005414+5522241,2.6302679918953813,8.296564691586541,11.624331736898814,2.8364469502421654,5.4601177413443756
2M00005423-7334530,4.909078761526029,2.8927802818621484,5.021739376570737,5.3938687561618694,-2.501088474299721
2M00005431+5640346,6.412095765851616,7.462612331120322,3.5186300279764193,6.165129507922809,1.2974828231975133
2M00005457+5926077,3.6057864302164235,9.807336618100818,6.500033662552445,13.205692365174702,-3.398355747073884
2M00005469+5654086,9.057326008981997,8.384308013742483,6.191488144177391,4.572075883868995,3.8122321298734887
2M00005469+5654086,4.207266283844442,7.018955458557481,8.231165534972241,3.6126319289543516,3.4063235296031293
2M00005481+1623446,6.011737374832779,10.43687784715494,4.644343485170289,8.027093354195685,2.409784492959256
2M00005486+5658313,9.79489985408699,4.054962852542035,7.429751230672518,3.0526659678045145,1.0022968847375204
2M00005544+5724169,9.289663867799364,5.965557008131079,5.808191715107878,5.3464482859315,0.619108722199579
2M00005579+8440244,8.356030182312482,4.649076661596442,2.354627496266512,6.782541270120077,-2.133464608523635
2M00005591+6305051,1.555965631605075,6.193625552423735,2.517120496106066,1.7951353342600127,4.398490218163722
2M00005601+5751537,5.093308710571953,3.4619630085321766,7.9464684318984045,3.0920192697077975,0.36994373882437914
2M00005624+7002428,6.792036326171843,7.721614888821892,13.8,6.581959555200566,1.1396553336213264
2M00005626+1455108,10.115794542598982,2.2278547318594026,4.8236761665840815,7.71560684942331,-5.4877521175639075
2M00005636+6959096,7.464487584100668,8.435173355197453,3.3370487067810606,3.6341595292941222,4.801013825903331
2M00005641+5650080,17.660378206861637,7.520250305058332,7.259577289776296,3.6624858566239045,3.857764448434428
2M00005661+0024267,5.116818355403078,7.756963514237399,2.0739012952900744,8.202926793783499,-0.44596327954609993
2M00005666+1647445,2.6853444456585063,1.4889680372421394,5.238345170908206,8.331105574153499,-6.842137536911359
2M00005690+6402130,3.3265955329400434,9.13331082244457,5.551463849065603,7.668871818409365,1.4644390040352038
2M00005724+8350215,8.729713683881114,2.9292151091297804,1.556290807855643,1.9573784015319808,0.9718367075977996
2M00005728+6958488,5.093308710571953,3.1933662847633326,2.169841059655375,5.626079818335383,-2.4327135335720507
2M00005758+0108568,9.527961640236521,3.0554086019118984,3.964065624455424,9.802185273175613,-6.746776671263715
2M00005841+5712287,3.243396173493493,1.7883284935063715,10.248578150453495,4.692722079212367,-2.9043935857059955
2M00005845+0055046,7.88860117618554,7.54831968583192,3.6061769763763394,4.668696463006493,2.879623222825427
2M00005934+6105357,6.77641507610675,5.194765646015527,4.522885089333156,7.538254310524516,-2.343488664508989
2M00005977+5717509,10.375284158180126,3.7103713964165372,3.1095166889101913,5.439016835640622,-1.7286454392240849
2M00010013+8143505,1.7378008287493762,1.7438005634417952,5.297811893828692,8.441748177741935,-6.697947614300141
2M00010020+6954572,9.54992586021436,5.439441338781472,6.733072083233746,2.4542630391579747,2.985178299623497
2M00010054+5538499,3.467368504525317,1.199731362992067,3.45530010005091,8.610559241503625,-7.410827878511558
2M00010088+1649201,2.0276827195212817,3.6872190092267174,1.819906900928055,9.981411323973987,-6.294192314747269
2M00010132+0031530,2.930893245250321,4.046172232586886,0.5924978242047494,6.503720011849977,-2.4575477792630913
2M00010146+6159427,3.311311214825911,8.309940733284522,7.294206595695815,6.907572497798029,1.4023682354864935
2M00010147-7247085,7.780365510398041,6.157607437453802,3.6688740851481194,6.9477133466337815,-0.7901059091799798
2M00010163+5619422,5.5718574893192985,7.674463469279034,1.3095923857341238,7.604288358630596,0.07017511064843784
2M00010170+6148575,4.345102241715715,6.221255481522972,1.838666149201219,6.888695086759243,-0.6674396052362708
2M00010201+0101148,1.3304544179780915,1.8335531474950835,8.648048352140771,6.780778429809503,-4.94722528231442
2M00010202+5805177,4.4258837236262645,2.766714235353819,3.7888510792181265,7.371163926468064,-4.604449691114246
2M00010204+0049037,0.859013521505396,2.7583937387903643,12.860959198805268,6.366057730317418,-3.6076639915270534
2M00010230+8543437,3.4276778654645046,8.45992331580269,0.9432450721814616,7.329876836174763,1.1300464796279277
2M00010276+8354260,2.23872113856834,4.796247493750565,10.67314541848324,2.457093234480957,2.339154259269608
2M00010302+1724247,8.452788451602899,6.094700802828001,5.656180102220727,2.5897308282448708,3.50496997458313
2M00010323+5712426,6.441692655151775,5.7391568994973605,7.647398787,6.952578943993234,-1.2134220444958732
2M00010331+1549325,9.141132414702499,3.317255432574352,9.629832672432611,6.983260007006927,-3.666004574432575
2M00010333+0110373,7.780365510398041,8.01182591892033,3.0393835835096543,5.990452849943876,2.0213730689764544
2M00010395+6207482,1.5885467485977791,7.734178658832987,8.814372637,5.0913351218083465,2.642843537024641
2M00010402+5536294,2.618183008218986,8.754287190664876,8.129216982036644,7.014479935257559,1.7398072554073165
2M00010475+7936110,3.8904514499428045,8.496594526822951,8.520414145697798,6.0943965286002415,2.40219799822271
2M00010497+5533035,8.511380382023768,7.27732131371282,6.183673255277502,3.7373696792936033,3.5399516344192166
2M00010512+5651581,5.956621435290104,4.407104046127057,4.899377918112137,8.975193141857627,-4.56808909573057
2M00010512+5651581,6.729766562843175,6.923324216817168,7.490919480920333,6.044188517721819,0.8791356990953485
2M00010513+5538598,5.701642722807471,7.215075707478039,7.648774827420429,4.985209961205618,2.229865746272421
2M00010538+8129323,4.139996748197304,7.951968476056628,5.9903816346608965,7.729909834783238,0.2220586412733896
2M00010552+5815566,8.629785477669703,6.267702509212359,5.390376564920071,6.950412942894144,-0.6827104336817849
2M00010582+6302001,9.977000638225537,4.90358211094822,7.674683652786816,8.225989962420709,-3.322407851472489
2M00010587+1540152,5.794286964268809,1.1885607764178872,10.976106611538995,4.755867137713807,-3.5673063612959197
2M00010605+7522533,7.709034690644301,3.174942894682874,1.857842843232384,3.0785156889505902,0.09642720573228392
2M00010643+6418105,6.516283940608428,7.746089861616467,4.131533409045727,4.946670556613141,2.799419305003326
2M00010650+0111107,4.00866717627303,8.246137215337784,7.051010676,9.557565488464688,-1.3114282731269036
2M00010686+6141041,17.378008287493763,2.53589343325231,8.64577584760427,5.055548014232899,-2.519654580980589
2M00010711-7232132,5.482769649208536,4.027413833317858,7.331866370779908,11.281022523579384,-7.253608690261526
2M00010727+5530280,8.994975815300355,8.544919932788263,6.587888685282839,6.327185652198467,2.217734280589796
2M00010744+6445170,3.622429984166988,7.595414521344508,4.90108016386897,4.965586175700511,2.629828345643997
2M00010753+6201525,4.591980128368686,5.455070165236052,3.356502457512995,3.6323380593917545,1.8227321058442971
2M00010816-7351594,0.9682778562612495,3.522901365020875,9.024695166,5.203034704947722,-1.6801333399268472
2M00010831+5711546,3.8815036599064823,5.333593242229544,4.569524162946327,7.726316960697339,-2.3927237184677956
2M00010832+6307323,1.4655478409559115,8.569759793254681,3.246038321957831,5.769078051480665,2.8006817417740155
2M00010836+5705599,8.433347577642756,8.396547086607908,5.8292671959689315,7.336835971092886,1.0597111155150225
2M00010844+1422155,3.784425847170932,3.9771479124078666,9.099580061,5.800270311834047,-1.8231223994261803
2M00010869+7333172,1.8281002161427427,4.058076031852385,11.067275535598014,4.869824289516985,-0.8117482576645996
2M00010876+5615113,9.418895965228417,8.075399398986992,5.234162546287907,8.56728006260824,-0.4918806636212487
2M00010920+1525123,7.550922276654342,4.08098145883532,3.8690038453749263,3.2272619277497987,0.8537195310855217
2M00010922+8528011,3.9355007545577765,4.461200758768692,3.4421255457379454,2.923505635841558,1.537695122927134
2M00010955+5731400,4.581418867145334,7.070566968860234,10.528726734609512,5.3312398356960555,1.7393271331641786
2M00010997+1531526,5.807644175213118,3.4372484790486966,3.8079653721352535,4.378675305805074,-0.9414268267563775
2M00011022+6346190,5.3456435939697196,6.458833844660207,3.900019168581505,7.3047214474978,-0.8458876028375935
2M00011035+5721231,7.655966069112562,4.3967031610113825,6.365104520079021,10.549298867610611,-6.152595706599229
2M00011060+5647267,7.585775750291836,5.369994753666268,1.802328512758027,5.114200662608047,0.25579409105822126
